FPU_Page;FPU_LG_English;FPU_LG_French;FPU_SnomedCT;FPU_DefCSP;FPU_Concepts;FPU_Concepts_Codes;FPU_DefNCI;FPU_Name;FPU_DefMSH;FPU_Code;FPU_URL
Kallmann's Syndrome;"FERTILE EUNUCH SYNDROME, Isolated lutropin deficiency (disorder), Fertile eunuch syndrome, Fertile eunuch, Isolated lutropin deficiency, fertile eunuch syndrome, fertile eunuch; syndrome, syndrome; fertile eunuch";;8829008;;Disease or Syndrome (T047);T047;;Isolated lutropin deficiency (disorder);;C0271582;http://www.fpnotebook.com/Endo/Sex/KlmnsSyndrm.htm
Hypergonadotropic Hypogonadism;###############################################################################################################################################################################################################################################################;Hypogonadisme hypergonadotrophique, Hypogonadisme primaire;370999003;;Disease or Syndrome (T047);T047;;Primary hypogonadism;;C0948896;http://www.fpnotebook.com/Endo/Sex/HyprgndtrpcHypgndsm.htm
Hypogonadism;Hypogonadism, HYPOGONADISM, Hypogonadism, NOS, Hypogonadotropism, hypogonadism (diagnosis), hypogonadism, Hypogonadism [Disease/Finding], hypogonadotropism, Hypogonadism (disorder);Hypogonadisme;48130008;condition resulting from or characterized by abnormally decreased functional activity of the gonads, with retardation of growth and sexual development.;Disease or Syndrome (T047);T047;;Hypogonadism;###############################################################################################################################################################################################################################################################;C0020619;http://www.fpnotebook.com/Endo/Sex/Hypgndsm.htm
Male Pseudohermaphroditism;###############################################################################################################################################################################################################################################################;Pseudohermaphrodisme masculin, Pseudo-hermaphrodisme masculin, Pseudo-hermaphrodisme mâle;111332007;;Disease or Syndrome (T047);T047;;Male Pseudohermaphroditism;;C0238395;http://www.fpnotebook.com/Endo/Sex/MlPsdhrmphrdtsm.htm
Klinefelter Syndrome;"Syndrome, Klinefelter's, KLINEFELTER SYNDROME, KLINEFELTER'S SYNDROME, XXY SYNDROME, Klinefelter's karyotype 47,XXY, Klinefelter's syndrome NOS, Klinefelter's syndrome karyotype 47,XXY, Klinefelter's syndrome, unspecified, Klinefelter's Syndrome, XXY trisomy, seminiferous tubule dysgenesis, seminiferous tubule dysgenesis (diagnosis), XXY Klinefelter's syndrome (disorder), XXY Klinefelter's syndrome (diagnosis), XXY male, KLINEFELTER DISEASE, Klinefelter Syndrome, Klinefelter-Reifenstein-Albright syndrome, chromosome XXY syndrome, hypogonadotropic hypogonadism, primary hypogonadism, Klinefelter syndrome (KS), Klinefelter-Reifenstein syndrome, Xq Klinefelter syndrome, 47,XXY complex intersex, 47,XXY complex intersex (diagnosis), intersex complex 47,XXY, Klinefelter's syndrome NOS (disorder), Klinefelter syndrome, XXY, XXY Syndrome (Klinefelter Syndrome), Klinefelter syndrome karyotype 47, XXY, Klinefelter syndrome, unspecified, Klinefelter Syndrome [Disease/Finding], klinefelter's syndrome, XXY, Syndrome, XX Male, XX Male Syndromes, XX Male Syndrome, Syndromes, XX Male, chromosome xxy syndrome, xxy syndrome, klinefelter's syndrome, klinefelter 's syndrome, klinefelter disease, klinefelters syndrome, klinefelter's syndromes, Syndrome, XXY, XXY Syndromes, XXY Syndrome, Syndromes, XXY, Klinefelter Syndromes, Syndrome, Klinefelter, Syndromes, Klinefelter, XXY syndrome, Klinefelter's syndrome, Klinefelter syndrome, Klinefelter's syndrome karyotype 47 XXY, XXY Klinefelter's syndrome, Klinefelter's syndrome, XXY (disorder), Klinefelter's syndrome, XXY, Klinefelter, chromosome; anomaly, sex, Klinefelter, XXY; syndrome, hypogonadism; hypogonadotropic, hypogonadotropic; hypogonadism, karyotype; 47,XXY, Klinefelter, syndrome; XXY, anomaly; chromosomes, chromosomal, sex, Klinefelter, Klinefelter syndrome (disorder), Klinefelter's syndrome (disorder), Klinefelters Syndrome, Hypogonadotropic Hypogonadism, klinefelter syndrome";Syndrome XXY, SYNDROME DE KLINEFELTER, Syndrome de Klinefelter;205712007, 205696000, 205701007, 405769009, 22053006, 157021007, 268357008, 405770005;genetic disease that produces sterile males with small testes lacking sperm due to XXY karyotype.;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;###############################################################################################################################################################################################################################################################;Klinefelter Syndrome;###############################################################################################################################################################################################################################################################;C0022735;http://www.fpnotebook.com/Endo/Sex/KlnfltrSyndrm.htm
Female Pseudohermaphroditism;###############################################################################################################################################################################################################################################################;Pseudohermaphrodisme féminin, Pseudo-hermaphrodisme féminin, Pseudo-hermaphrodisme femelle;8800006;;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;;Female Pseudohermaphroditism;;C0238394;http://www.fpnotebook.com/Endo/Sex/FmlPsdhrmphrdtsm.htm
Benign Premature Adrenarche;"precocious adrenarche (diagnosis), precocious adrenarche, Premature adrenarche (disorder), premature adrenarche, Premature adrenarche, Premature adrenarche (finding), adrenarche; premature, premature; adrenarche";Adrénarche précoce;190521009, 103021001, 190516006;;Disease or Syndrome (T047);T047;;Premature adrenarche;;C0342546;http://www.fpnotebook.com/Endo/Sex/BngnPrmtrAdrnrch.htm
Benign Premature Thelarche;###############################################################################################################################################################################################################################################################;Thélarche précoce;102889008, 190577006;;Finding (T033);T033;;Premature development of the breasts;;C0425772;http://www.fpnotebook.com/Endo/Sex/BngnPrmtrThlrch.htm
Ambiguous Genitalia;###############################################################################################################################################################################################################################################################;Ambiguïté de l'organe génital, Ambiguïté des organes génitaux, Ambiguïté génitale, Organes génitaux ambigüs, Ambigüité des organes génitaux, Ambigüité génitale, Organe génital ambigü, Ambigüité de l'organe génital;21321009;;Congenital Abnormality (T019);T019;;Ambiguous Genitalia;;C0266362;http://www.fpnotebook.com/Endo/Sex/AmbgsGntl.htm
Pubertal Delay;###############################################################################################################################################################################################################################################################;Puberté tardive, Retard pubertaire, Puberté retardée, Retard de la puberté;154715005, 267487003, 400003000, 123526007, 39760001;;Pathologic Function (T046);T046;A disorder characterized by unusually late sexual maturity. Unusually late sexual maturity.;Delayed Puberty;###############################################################################################################################################################################################################################################################;C0034012;http://www.fpnotebook.com/Endo/Sex/PbrtlDly.htm
Diabetic Nephropathy;"Diabetic Nephropathies, Nephropathies, Diabetic, Diabetes with renal manifestations, DIABETIC NEPHROPATHY, Diabetic nephropathies, Nephropathy, Diabetic, Diabetic nephropathy syndrome, Nephrotic syndrome+diabetes M., Diabetes with renal manifestations (disorder), Renal disorder associated with diabetes mellitus, diabetic nephropathy, diabetic nephropathy (diagnosis), Diabetic Kidney Problems, Diabetic nephropathy NOS, DIABETIC RENAL MANIFESTATION, NEPHROPATHY DIABETIC, Diabetic Nephropathies [Disease/Finding], diabetic nephropathi, Nephropathy;diabetic, diabetic nephropathies, nephropathy diabetic, diabetic renal disease, diabetes with renal manifestations (diagnosis), diabetes with renal manifestations, Diabetes-nephrosis syndrome, Diabetic nephropathy, Nephrotic syndrome in diabetes mellitus, Diabetic renal disease, Diabetes-nephrosis syndrome (disorder), Diabetic renal disease (disorder), Nephrotic syndrome in diabetes mellitus (disorder), diabetes; nephropathy (manifestation), diabetes; nephrosis (manifestation), nephropathy; diabetes (manifestation), nephrosis; diabetes (manifestation), Diabetes + nephropathy, Nephropathy - diabetic, Diabetic Nephropathy, Diabetic Kidney Diseases, Diabetic Kidney Disease, Kidney Disease, Diabetic, Kidney Diseases, Diabetic";Diabète avec manifestations rénales, Néphropathie diabétique SAI, Néphropathie diabétique, Néphropathies diabétiques, Maladie rénale diabétique;21858001, 127013003, 54181000, 197605007, 190338009, 267470000, 60009009;"kidney disease and resultant kidney function impairment due to the long standing effects of diabetes on the microvasculature (glomerulus) of the kidney; features include increased urine protein and declining kidney function.";Disease or Syndrome (T047);T047;Progressive kidney disorder caused by vascular damage to the glomerular capillaries, in patients with diabetes mellitus. It is usually manifested with nephritic syndrome and glomerulosclerosis.;Diabetic Nephropathy;###############################################################################################################################################################################################################################################################;C0011881;http://www.fpnotebook.com/Endo/Renal/DbtcNphrpthy.htm
